Name,State,Phone Number,Location,Full Address,Opening hours,Pin,"Name, State,Pin"
McDonald's,Stephenville,"<a href=""tel:+1 254-965-8928"" rel=""nofollow"">+1 254-965-8928</a>","<a href=""https://www.google.com/maps?cid=2468324710807805096"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2819 W Washington St, Stephenville, TX 76401",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76401,"McDonald's, Stephenville, TX 76401"
McDonald's,Plano,"<a href=""tel:+1 972-633-5135"" rel=""nofollow"">+1 972-633-5135</a>","<a href=""https://www.google.com/maps?cid=11020367462358536574"" target=""_blank"" rel=""nofollow"">Get Directions</a>","605 E 15th St, Plano, TX 75074",Fri : 5am-4am <br> Sat : 5am-4am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75074,"McDonald's, Plano, TX 75074"
McDonald's,Canton,"<a href=""tel:+1 903-567-5517"" rel=""nofollow"">+1 903-567-5517</a>","<a href=""https://www.google.com/maps?cid=9638891505279270029"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2254 N Trade Days Blvd, Canton, TX 75103",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 75103,"McDonald's, Canton, TX 75103"
McDonald's,Austin,"<a href=""tel:+1 512-288-0805"" rel=""nofollow"">+1 512-288-0805</a>","<a href=""https://www.google.com/maps?cid=10538630837280711675"" target=""_blank"" rel=""nofollow"">Get Directions</a>","7010 State Hwy 71, Austin, TX 78735",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : 5am-1am <br> Mon : 5am-1am <br> Tue : 5am-1am <br> Wed : 5am-1am <br> Thu : 5am-12am,TX 78735,"McDonald's, Austin, TX 78735"
McDonald's,Temple,"<a href=""tel:+1 254-771-2889"" rel=""nofollow"">+1 254-771-2889</a>","<a href=""https://www.google.com/maps?cid=7248053262631901167"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3403 S 31st St, Temple, TX 76502",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76502,"McDonald's, Temple, TX 76502"
McDonald's,Dallas,"<a href=""tel:+1 972-233-5952"" rel=""nofollow"">+1 972-233-5952</a>","<a href=""https://www.google.com/maps?cid=11370982946251161541"" target=""_blank"" rel=""nofollow"">Get Directions</a>","13105 Montfort Dr, Dallas, TX 75240",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 5am-12am <br> Mon : open 24 hours <br> Tue : 5am-1am <br> Wed : 5am-1am <br> Thu : 5am-1am,TX 75240,"McDonald's, Dallas, TX 75240"
McDonald's,Round Rock,"<a href=""tel:+1 512-238-7508"" rel=""nofollow"">+1 512-238-7508</a>","<a href=""https://www.google.com/maps?cid=808415606557561331"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2401 N I H 35, Round Rock, TX 78664",Fri : 6am-12am <br> Sat : 6am-12am <br> Sun : 6am-12am <br> Mon : 6am-12am <br> Tue : 6am-12am <br> Wed : 6am-12am <br> Thu : 6am-12am,TX 78664,"McDonald's, Round Rock, TX 78664"
McDonald's,Austin,"<a href=""tel:+1 512-248-2322"" rel=""nofollow"">+1 512-248-2322</a>","<a href=""https://www.google.com/maps?cid=7597463651116134702"" target=""_blank"" rel=""nofollow"">Get Directions</a>","10525 W Parmer Ln, Austin, TX 78717",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-11pm,TX 78717,"McDonald's, Austin, TX 78717"
McDonald's,Dallas,"<a href=""tel:+1 214-373-0794"" rel=""nofollow"">+1 214-373-0794</a>","<a href=""https://www.google.com/maps?cid=3408830219476563636"" target=""_blank"" rel=""nofollow"">Get Directions</a>","10720 Preston Rd, Dallas, TX 75230",Fri : 8am-7pm <br> Sat : 8am-7pm <br> Sun : 8am-7pm <br> Mon : 8am-7pm <br> Tue : 8am-7pm <br> Wed : 8am-7pm <br> Thu : 8am-7pm,TX 75230,"McDonald's, Dallas, TX 75230"
McDonald's,Saginaw,"<a href=""tel:+1 817-625-6441"" rel=""nofollow"">+1 817-625-6441</a>","<a href=""https://www.google.com/maps?cid=13411466465978885702"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5321 Blue Mound Rd, Saginaw, TX 76106",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 76106,"McDonald's, Saginaw, TX 76106"
McDonald's,Mt Vernon,"<a href=""tel:+1 903-588-3200"" rel=""nofollow"">+1 903-588-3200</a>","<a href=""https://www.google.com/maps?cid=15270704037363360180"" target=""_blank"" rel=""nofollow"">Get Directions</a>","906 TX-37, Mt Vernon, TX 75457",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 75457,"McDonald's, Mt Vernon, TX 75457"
McDonald's,Frisco,"<a href=""tel:+1 214-705-0935"" rel=""nofollow"">+1 214-705-0935</a>","<a href=""https://www.google.com/maps?cid=2960638246058763164"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5615 W Eldorado Pkwy, Frisco, TX 75034",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 5am-1am <br> Mon : 5am-1am <br> Tue : 5am-1am <br> Wed : 5am-1am <br> Thu : 5am-1am,TX 75034,"McDonald's, Frisco, TX 75034"
McDonald's,Richmond,"<a href=""tel:+1 281-239-2226"" rel=""nofollow"">+1 281-239-2226</a>","<a href=""https://www.google.com/maps?cid=12428792014526242614"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5660 W Grand Pkwy S, Richmond, TX 77406",Fri : 7am-11pm <br> Sat : 7am-11pm <br> Sun : 7am-10pm <br> Mon : 7am-10pm <br> Tue : 7am-11pm <br> Wed : 7am-11pm <br> Thu : 7am-11pm,TX 77406,"McDonald's, Richmond, TX 77406"
McDonald's,Coppell,"<a href=""tel:+1 972-462-7881"" rel=""nofollow"">+1 972-462-7881</a>","<a href=""https://www.google.com/maps?cid=7939071680760239468"" target=""_blank"" rel=""nofollow"">Get Directions</a>","125 S Denton Tap Rd, Coppell, TX 75019",Fri : 5am-12am <br> Sat : 6am-12am <br> Sun : 6am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75019,"McDonald's, Coppell, TX 75019"
McDonald's,Woodville,"<a href=""tel:+1 409-283-5855"" rel=""nofollow"">+1 409-283-5855</a>","<a href=""https://www.google.com/maps?cid=4146241954026919445"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1100 S Magnolia St, Woodville, TX 75979",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 75979,"McDonald's, Woodville, TX 75979"
McDonald's,Bonham,"<a href=""tel:+1 903-640-1800"" rel=""nofollow"">+1 903-640-1800</a>","<a href=""https://www.google.com/maps?cid=7463621805919356468"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2241 N Center St, Bonham, TX 75418",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75418,"McDonald's, Bonham, TX 75418"
McDonald's,Fort Worth,"<a href=""tel:+1 817-624-2976"" rel=""nofollow"">+1 817-624-2976</a>","<a href=""https://www.google.com/maps?cid=15476825060514058835"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2248 Jacksboro Hwy, Fort Worth, TX 76106",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 6am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76106,"McDonald's, Fort Worth, TX 76106"
McDonald's,Arlington,"<a href=""tel:+1 817-795-3791"" rel=""nofollow"">+1 817-795-3791</a>","<a href=""https://www.google.com/maps?cid=16477683707991798457"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1704 W Randol Mill Rd, Arlington, TX 76012",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76012,"McDonald's, Arlington, TX 76012"
McDonald's,Weatherford,"<a href=""tel:+1 817-594-6215"" rel=""nofollow"">+1 817-594-6215</a>","<a href=""https://www.google.com/maps?cid=7540920004589235231"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2407 S Main St, Weatherford, TX 76086",Fri : 5am-3am <br> Sat : 5am-3am <br> Sun : 5am-3am <br> Mon : 5am-3am <br> Tue : 5am-3am <br> Wed : 5am-3am <br> Thu : 5am-3am,TX 76086,"McDonald's, Weatherford, TX 76086"
McDonald's,Pflugerville,"<a href=""tel:+1 512-989-2411"" rel=""nofollow"">+1 512-989-2411</a>","<a href=""https://www.google.com/maps?cid=13381304656352974319"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1517 Farm to Market 685, Pflugerville, TX 78660",Fri : 6am-1am <br> Sat : 6am-1am <br> Sun : 6am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-11pm <br> Thu : 6am-11pm,TX 78660,"McDonald's, Pflugerville, TX 78660"
McDonald's,Round Rock,"<a href=""tel:+1 512-255-2451"" rel=""nofollow"">+1 512-255-2451</a>","<a href=""https://www.google.com/maps?cid=8259958920776543381"" target=""_blank"" rel=""nofollow"">Get Directions</a>","310 N Interstate Hwy 35, Round Rock, TX 78664",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 5am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 78664,"McDonald's, Round Rock, TX 78664"
McDonald's,Andrews,"<a href=""tel:+1 432-524-2200"" rel=""nofollow"">+1 432-524-2200</a>","<a href=""https://www.google.com/maps?cid=13660683641300077171"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1201 S Main St, Andrews, TX 79714",Fri : 5am-12am <br> Sat : open 24 hours <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 79714,"McDonald's, Andrews, TX 79714"
McDonald's,Sachse,"<a href=""tel:+1 972-530-6234"" rel=""nofollow"">+1 972-530-6234</a>","<a href=""https://www.google.com/maps?cid=8402175650574175422"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5230 S State Hwy 78, Sachse, TX 75048",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 75048,"McDonald's, Sachse, TX 75048"
McDonald's,Plano,"<a href=""tel:+1 972-423-6443"" rel=""nofollow"">+1 972-423-6443</a>","<a href=""https://www.google.com/maps?cid=14377238605885964251"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2100 W 15th St, Plano, TX 75075",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75075,"McDonald's, Plano, TX 75075"
McDonald's,Dallas,"<a href=""tel:+1 214-350-7731"" rel=""nofollow"">+1 214-350-7731</a>","<a href=""https://www.google.com/maps?cid=10790648766185109155"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5722 W Lovers Ln, Dallas, TX 75209",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : 4am-11pm <br> Mon : 4am-11pm <br> Tue : 4am-11pm <br> Wed : 4am-11pm <br> Thu : 4am-11pm,TX 75209,"McDonald's, Dallas, TX 75209"
McDonald's,Plano,"<a href=""tel:+1 972-473-8683"" rel=""nofollow"">+1 972-473-8683</a>","<a href=""https://www.google.com/maps?cid=12494678367653605494"" target=""_blank"" rel=""nofollow"">Get Directions</a>","6001 W Parker Rd, Plano, TX 75093",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75093,"McDonald's, Plano, TX 75093"
McDonald's,Marble Falls,"<a href=""tel:+1 830-693-4911"" rel=""nofollow"">+1 830-693-4911</a>","<a href=""https://www.google.com/maps?cid=11804740515830110726"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1605 Hwy 1431 W, Marble Falls, TX 78654",Fri : 6am-11pm <br> Sat : 6am-11pm <br> Sun : 7am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-11pm <br> Thu : 6am-11pm,TX 78654,"McDonald's, Marble Falls, TX 78654"
McDonald's,Midlothian,"<a href=""tel:+1 972-775-1974"" rel=""nofollow"">+1 972-775-1974</a>","<a href=""https://www.google.com/maps?cid=13976104702655595801"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1310 US Hwy 287 E, Midlothian, TX 76065",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 6am-11pm <br> Mon : 5am-11pm <br> Tue : 5am-11pm <br> Wed : 5am-11pm <br> Thu : 5am-11pm,TX 76065,"McDonald's, Midlothian, TX 76065"
McDonald's,Farm-To-Market Rd 1882,"<a href=""tel:+1 432-332-3481"" rel=""nofollow"">+1 432-332-3481</a>","<a href=""https://www.google.com/maps?cid=13680704648666921523"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1901 County Road, Farm-To-Market Rd 1882, Odessa, TX 79763",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,,"McDonald's, Farm-To-Market Rd 1882, "
McDonald's,League City,"<a href=""tel:+1 281-557-3257"" rel=""nofollow"">+1 281-557-3257</a>","<a href=""https://www.google.com/maps?cid=2621300849872845252"" target=""_blank"" rel=""nofollow"">Get Directions</a>","102 TX-3, League City, TX 77573",Fri : 4am-12am <br> Sat : 4am-12am <br> Sun : 4am-11pm <br> Mon : 4am-11pm <br> Tue : 4am-11pm <br> Wed : 4am-11pm <br> Thu : 4am-11pm,TX 77573,"McDonald's, League City, TX 77573"
McDonald's,McKinney,"<a href=""tel:+1 972-542-5675"" rel=""nofollow"">+1 972-542-5675</a>","<a href=""https://www.google.com/maps?cid=17914775226547575943"" target=""_blank"" rel=""nofollow"">Get Directions</a>","402 N Central Expy, McKinney, TX 75070",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75070,"McDonald's, McKinney, TX 75070"
McDonald's,Monahans,"<a href=""tel:+1 432-943-3264"" rel=""nofollow"">+1 432-943-3264</a>","<a href=""https://www.google.com/maps?cid=6231403365642727553"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1905 S Stockton Ave, Monahans, TX 79756",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 79756,"McDonald's, Monahans, TX 79756"
McDonald's,Clyde,"<a href=""tel:+1 325-893-1492"" rel=""nofollow"">+1 325-893-1492</a>","<a href=""https://www.google.com/maps?cid=5275735285204045680"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1700 S Access Rd, Clyde, TX 79510",Fri : 6am-12am <br> Sat : 6am-12am <br> Sun : 6am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-11pm <br> Thu : 6am-11pm,TX 79510,"McDonald's, Clyde, TX 79510"
McDonald's,Crowley,"<a href=""tel:+1 817-297-7092"" rel=""nofollow"">+1 817-297-7092</a>","<a href=""https://www.google.com/maps?cid=10903813332338487236"" target=""_blank"" rel=""nofollow"">Get Directions</a>","464 E Main St, Crowley, TX 76036",Fri : 4 : 30am-12am <br> Sat : 4 : 30am-12am <br> Sun : 6am-11pm <br> Mon : 4 : 30am-11pm <br> Tue : 4 : 30am-11pm <br> Wed : 4 : 30am-11pm <br> Thu : 4 : 30am-11pm,TX 76036,"McDonald's, Crowley, TX 76036"
McDonald's,Austin,"<a href=""tel:+1 512-912-7511"" rel=""nofollow"">+1 512-912-7511</a>","<a href=""https://www.google.com/maps?cid=14921818485124777276"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4501 E Ben White Blvd, Austin, TX 78741",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 78741,"McDonald's, Austin, TX 78741"
McDonald's,Midland,"<a href=""tel:+1 432-563-1876"" rel=""nofollow"">+1 432-563-1876</a>","<a href=""https://www.google.com/maps?cid=7523709891566375273"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4015 Farm to Market 1788, Midland, TX 79706",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 79706,"McDonald's, Midland, TX 79706"
McDonald's,Harker Heights,"<a href=""tel:+1 254-698-1741"" rel=""nofollow"">+1 254-698-1741</a>","<a href=""https://www.google.com/maps?cid=2842344192391292679"" target=""_blank"" rel=""nofollow"">Get Directions</a>","920 Knight's Way, Harker Heights, TX 76548",Fri : 6am-12am <br> Sat : 6am-12am <br> Sun : 6am-12am <br> Mon : 6am-12am <br> Tue : 6am-12am <br> Wed : 6am-12am <br> Thu : 6am-12am,TX 76548,"McDonald's, Harker Heights, TX 76548"
McDonald's,Dallas,"<a href=""tel:+1 972-233-8788"" rel=""nofollow"">+1 972-233-8788</a>","<a href=""https://www.google.com/maps?cid=6908135529518091063"" target=""_blank"" rel=""nofollow"">Get Directions</a>","14770 Preston Rd, Dallas, TX 75240",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75240,"McDonald's, Dallas, TX 75240"
McDonald's,McKinney,"<a href=""tel:+1 214-726-0877"" rel=""nofollow"">+1 214-726-0877</a>","<a href=""https://www.google.com/maps?cid=11223431553871241186"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3200 W Eldorado Pkwy, McKinney, TX 75070",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75070,"McDonald's, McKinney, TX 75070"
McDonald's,Fort Worth,"<a href=""tel:+1 817-283-7028"" rel=""nofollow"">+1 817-283-7028</a>","<a href=""https://www.google.com/maps?cid=18153018996289539733"" target=""_blank"" rel=""nofollow"">Get Directions</a>","14100 Center Station Dr, Fort Worth, TX 76155",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76155,"McDonald's, Fort Worth, TX 76155"
McDonald's,Spring,"<a href=""tel:+1 281-651-6777"" rel=""nofollow"">+1 281-651-6777</a>","<a href=""https://www.google.com/maps?cid=514310907249961985"" target=""_blank"" rel=""nofollow"">Get Directions</a>","5905 Farm to Market 2920, Spring, TX 77388",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 77388,"McDonald's, Spring, TX 77388"
McDonald's,Sweetwater,"<a href=""tel:+1 325-235-1520"" rel=""nofollow"">+1 325-235-1520</a>","<a href=""https://www.google.com/maps?cid=14407399732181678324"" target=""_blank"" rel=""nofollow"">Get Directions</a>","201 NE Georgia Ave, Sweetwater, TX 79556",Fri : 5am-1am <br> Sat : 5am-1am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 79556,"McDonald's, Sweetwater, TX 79556"
McDonald's,Mineral Wells,"<a href=""tel:+1 940-328-1930"" rel=""nofollow"">+1 940-328-1930</a>","<a href=""https://www.google.com/maps?cid=12029953990027068089"" target=""_blank"" rel=""nofollow"">Get Directions</a>","100 Garrett Morris Pkwy, Mineral Wells, TX 76067",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76067,"McDonald's, Mineral Wells, TX 76067"
McDonald's,Abilene,"<a href=""tel:+1 325-691-5902"" rel=""nofollow"">+1 325-691-5902</a>","<a href=""https://www.google.com/maps?cid=9912131383807101605"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3147 S 14th St, Abilene, TX 79605",Fri : 6am-12am <br> Sat : 6am-12am <br> Sun : 6am-12am <br> Mon : 6am-12am <br> Tue : 6am-12am <br> Wed : 6am-12am <br> Thu : 6am-12am,TX 79605,"McDonald's, Abilene, TX 79605"
McDonald's,Granbury,"<a href=""tel:+1 817-579-9676"" rel=""nofollow"">+1 817-579-9676</a>","<a href=""https://www.google.com/maps?cid=667255043832233068"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3908 Hwy 377 East, Granbury, TX 76049",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 76049,"McDonald's, Granbury, TX 76049"
McDonald's,Watauga,"<a href=""tel:+1 817-427-5743"" rel=""nofollow"">+1 817-427-5743</a>","<a href=""https://www.google.com/maps?cid=12466685037768294238"" target=""_blank"" rel=""nofollow"">Get Directions</a>","7040 Denton Hwy, Watauga, TX 76148",Fri : 5am-2am <br> Sat : 5am-2am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 76148,"McDonald's, Watauga, TX 76148"
McDonald's,Houston,"<a href=""tel:+1 713-861-1341"" rel=""nofollow"">+1 713-861-1341</a>","<a href=""https://www.google.com/maps?cid=5330987318451495683"" target=""_blank"" rel=""nofollow"">Get Directions</a>","3025 Ella Blvd, Houston, TX 77018",Fri : 5 : 30am-11pm <br> Sat : 5 : 30am-11pm <br> Sun : 5 : 30am-12am <br> Mon : 5 : 30am-12am <br> Tue : 5 : 30am-11pm <br> Wed : 5 : 30am-11pm <br> Thu : 5 : 30am-11pm,TX 77018,"McDonald's, Houston, TX 77018"
McDonald's,Irving,"<a href=""tel:+1 972-255-1387"" rel=""nofollow"">+1 972-255-1387</a>","<a href=""https://www.google.com/maps?cid=3836348767867537088"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4098 N Belt Line Rd, Irving, TX 75038",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 75038,"McDonald's, Irving, TX 75038"
McDonald's,Lubbock,"<a href=""tel:+1 806-747-5536"" rel=""nofollow"">+1 806-747-5536</a>","<a href=""https://www.google.com/maps?cid=5772229530391231630"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2339 19th St, Lubbock, TX 79401",Fri : 4am-3am <br> Sat : 4am-3am <br> Sun : 4am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-3am <br> Wed : 4am-3am <br> Thu : 4am-3am,TX 79401,"McDonald's, Lubbock, TX 79401"
McDonald's,San Antonio,"<a href=""tel:+1 210-227-5007"" rel=""nofollow"">+1 210-227-5007</a>","<a href=""https://www.google.com/maps?cid=6332844607915417279"" target=""_blank"" rel=""nofollow"">Get Directions</a>","721 San Pedro Ave, San Antonio, TX 78212",Fri : open 24 hours <br> Sat : open 24 hours <br> Sun : open 24 hours <br> Mon : open 24 hours <br> Tue : open 24 hours <br> Wed : open 24 hours <br> Thu : open 24 hours,TX 78212,"McDonald's, San Antonio, TX 78212"
McDonald's,Seguin,"<a href=""tel:+1 830-379-0076"" rel=""nofollow"">+1 830-379-0076</a>","<a href=""https://www.google.com/maps?cid=14976436335581556123"" target=""_blank"" rel=""nofollow"">Get Directions</a>","1811 I 10 W, Seguin, TX 78155",Fri : 6am-1am <br> Sat : 6am-1am <br> Sun : 6am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-11pm <br> Thu : 6am-11pm,TX 78155,"McDonald's, Seguin, TX 78155"
McDonald's,Dallas,"<a href=""tel:+1 972-243-7833"" rel=""nofollow"">+1 972-243-7833</a>","<a href=""https://www.google.com/maps?cid=17658472964249811932"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2475 Royal Ln, Dallas, TX 75229",Fri : 5am-1 : 30am <br> Sat : 5am-1 : 30am <br> Sun : 6am-11 : 30pm <br> Mon : 5am-11pm <br> Tue : 5am-11 : 30pm <br> Wed : 5am-11 : 30pm <br> Thu : 5am-11 : 30pm,TX 75229,"McDonald's, Dallas, TX 75229"
McDonald's,Canyon Lake,"<a href=""tel:+1 830-227-5650"" rel=""nofollow"">+1 830-227-5650</a>","<a href=""https://www.google.com/maps?cid=12156874073889272331"" target=""_blank"" rel=""nofollow"">Get Directions</a>","8036 FM2673, Canyon Lake, TX 78133",Fri : 6am-11pm <br> Sat : 6am-11pm <br> Sun : 6am-11pm <br> Mon : 6am-11pm <br> Tue : 6am-11pm <br> Wed : 6am-12am <br> Thu : 6am-12am,TX 78133,"McDonald's, Canyon Lake, TX 78133"
McDonald's,Childress,"<a href=""tel:+1 940-937-2936"" rel=""nofollow"">+1 940-937-2936</a>","<a href=""https://www.google.com/maps?cid=3210959737560130009"" target=""_blank"" rel=""nofollow"">Get Directions</a>","2111 Ave F NW US 287, Childress, TX 79201",Fri : 5am-11pm <br> Sat : 5am-11pm <br> Sun : 6am-10pm <br> Mon : 6am-10pm <br> Tue : 6am-10pm <br> Wed : 6am-10pm <br> Thu : 6am-10pm,TX 79201,"McDonald's, Childress, TX 79201"
McDonald's,Beaumont,"<a href=""tel:+1 409-898-3552"" rel=""nofollow"">+1 409-898-3552</a>","<a href=""https://www.google.com/maps?cid=3235307794146276712"" target=""_blank"" rel=""nofollow"">Get Directions</a>","4515 Dowlen Rd, Beaumont, TX 77706",Fri : 5am-12am <br> Sat : 5am-12am <br> Sun : 5am-12am <br> Mon : 5am-12am <br> Tue : 5am-12am <br> Wed : 5am-12am <br> Thu : 5am-12am,TX 77706,"McDonald's, Beaumont, TX 77706"
